EventNumber, Distance, COUNTER, INTERPOLATED, F3, FC5, AF3, F7, T7, P7, O1, O2, P8, T8, F8, AF4, FC6, F4, GYROX, GYROY
0, 103405136.0, 174, 129, 7440.12821187, 3588.46153708, 3499.87179328, 4430.89743632, 8286.28205983, 5461.41025899, 5818.71795206, 7095.12821118, 4401.53846189, 3069.10256160, 5945.51282413, 1786.92307172, 3331.15384421, 3327.82051088, 108, 159
0, 103407824.0, 157, 75, 649.10255646, 275.12819672, 7842.94872553, 2858.71794580, 3516.53846001, 820.76922355, 2572.17948364, 5792.56410583, 8038.46154646, 1304.74358349, 7593.97436607, 3751.53846050, 4458.84615427, 2939.48717671, 21, 19
0, 103410512.0, 191, 42, 4493.46153895, 4846.66666792, 4339.74358996, 5690.89743896, 7773.97436641, 6924.10256973, 7772.56411000, 7723.20513557, 3304.61538260, 1146.79486520, 5924.35897791, 6712.43590265, 4300.25641040, 5144.48718137, 110, 160
0, 103415880.0, 200, 240, 1332.69230151, 3943.58974297, 2698.58974033, 2877.94871503, 4162.17948697, 5668.58974658, 2266.53845737, 1103.84614718, 5809.10256737, 1180.38460886, 7000.89744174, 4629.48718032, 2752.82050963, 8058.20513627, 142, 207
0, 103418568.0, 129, 175, 6133.46154243, 3809.74358884, 2076.66666208, 2585.38461184, 454.48717143, 4578.97435967, 6445.12820979, 1419.99999403, 424.74358162, 6329.10256848, 1018.46153166, 5607.56410542, 671.92306935, 1094.48717282, 52, 148
0, 103421248.0, 152, 221, 5232.17948927, 3315.64102370, 6336.02564548, 7553.97436600, 796.02563373, 655.64101800, 6110.12820909, 2808.07692002, 987.69230082, 2671.79486846, 2222.17948288, 493.97435106, 4699.61538559, 4821.66666785, 36, 100
0, 103423936.0, 213, 228, 2332.69230367, 813.20512091, 6426.41026100, 7863.33334098, 1701.66666125, 2615.76922730, 3174.99999771, 5227.05128414, 6730.12821041, 5887.56410604, 2399.99999611, 8260.51282899, 6590.38462032, 1047.17948037, 7, 4
0, 103426528.0, 64, 38, 2588.97435543, 1417.30768634, 7503.20513509, 6367.94872247, 1440.25640428, 662.94871038, 1678.46153305, 3409.74358794, 2732.82050963, 2558.71794511, 2575.12820159, 5774.23077243, 2304.61538052, 4656.53846238, 44, 61
0, 103429208.0, 175, 76, 3931.92307623, 877.82050567, 1839.99999493, 3707.94871677, 1887.30768731, 2473.33332958, 4174.99999986, 1969.87179008, 737.56409513, 2414.10256022, 1850.64102057, 8301.92308547, 2108.58973908, 1122.17948058, 146, 154
0, 103431896.0, 205, 171, 8245.38462387, 3150.64102328, 4149.23076903, 6777.56410792, 6217.69231187, 3171.53845925, 3688.71794754, 55.51281162, 4465.64102613, 3876.79487103, 7760.25641770, 2241.28204705, 4047.56410215, 3621.41025509, 19, 76
0, 103437168.0, 6, 243, 7072.82051880, 7905.12821285, 3712.05128094, 7146.53846766, 1114.99999333, 932.43589042, 3249.23076715, 4068.33333292, 538.46153061, 1628.07691752, 2946.53845876, 2374.23076527, 7925.64103343, 3705.38461421, 69, 164
0, 103439848.0, 108, 91, 551.28204343, 4332.30769252, 5237.43589952, 1827.94871281, 7919.23077702, 4216.66666660, 2702.17948392, 7457.05128886, 6958.20513398, 2926.02563825, 6728.07692829, 4.87178591, 6484.87179960, 1079.61537788, 240, 26
0, 103442536.0, 32, 137, 7443.20513495, 3386.92307512, 1427.94871198, 7421.41026315, 2277.94871378, 6568.46154340, 744.10255667, 5016.66666827, 2114.48717497, 4902.56410396, 1413.71794275, 2205.89743159, 7348.97436551, 3484.10256251, 179, 188
0, 103445216.0, 53, 203, 8081.41026454, 6948.33333904, 3035.25640769, 6185.38461949, 8227.94872636, 5434.10256661, 5573.58974637, 2372.30768835, 6000.25641394, 2363.58973963, 6565.25641519, 4138.46153826, 7742.17949455, 106.66665792, 206, 93
0, 103450584.0, 5, 255, 7760.76923821, 3566.92307547, 213.58973505, 2555.89743229, 2496.41025273, 7490.38462227, 444.23076117, 6365.64103009, 6924.87180050, 3330.38461344, 2367.82050886, 2576.66666313, 6181.79487590, 5427.17948968, 230, 178
0, 103453168.0, 140, 223, 5209.61538663, 684.35896679, 1983.33332854, 6005.51282420, 6680.76923592, 7297.17949365, 3940.12820451, 2277.43589327, 7312.94872441, 7810.25641776, 7813.71795630, 456.53845348, 5441.92307943, 5428.97436148, 171, 217
0, 103455848.0, 243, 159, 2368.84614989, 4037.94871754, 868.97435182, 2973.84615114, 2964.35897165, 7275.12821152, 1967.56409770, 7017.17949302, 182.30768370, 389.10255591, 5705.51282357, 628.33332569, 7379.10257071, 844.61537739, 124, 89
0, 103458528.0, 233, 170, 436.53845348, 7921.79487958, 8310.00000862, 3138.33333097, 178.58973498, 2247.56409833, 8251.79488028, 916.92306984, 8150.38462366, 7503.97436586, 7175.25641644, 1136.53845494, 7514.35898124, 7327.17949372, 27, 240
0, 103461216.0, 43, 51, 2815.76922772, 3507.69230610, 4887.94871927, 7568.20513523, 1698.07691766, 8168.20513648, 1089.99999333, 3285.12820312, 1084.61537795, 6226.53846571, 5076.66666841, 5557.69231048, 6532.56410743, 1334.87178869, 43, 136
0, 103463800.0, 197, 82, 278.84614544, 7394.74359642, 1632.05127650, 3405.64102384, 499.99999208, 4060.25640984, 4257.69230770, 8326.15385477, 3384.87179307, 1858.46153339, 5752.43590064, 8026.66667466, 369.74358155, 1888.97435398, 131, 62
0, 103466480.0, 140, 66, 2485.25640651, 6094.10256800, 1741.02563575, 8290.38462394, 8164.35898263, 2974.35897165, 3727.43589633, 500.89742798, 6257.43590168, 3732.05128094, 3571.66666521, 3353.97435710, 5654.35897735, 7691.02564833, 116, 15
0, 103471744.0, 161, 154, 7478.58975040, 2612.56409909, 3838.07692218, 8295.64103419, 4967.30769384, 4354.23076944, 1228.20512182, 4385.38461567, 1465.89742999, 7194.35898062, 3823.46153756, 7094.74359579, 114.48717074, 2397.56409868, 169, 100
0, 103474424.0, 12, 83, 3901.02564027, 7862.56411021, 2806.53845848, 3768.46153742, 5375.76923314, 2585.76922723, 7651.79487903, 4052.30769189, 1947.05127719, 3417.94871622, 4791.66666778, 3190.76922855, 2534.48717588, 3214.74358752, 210, 212
0, 103477200.0, 102, 226, 2938.33333056, 8139.23077743, 7541.92308388, 6792.94872330, 5225.64102773, 2265.76922660, 6576.79487673, 6471.79487652, 3219.48717734, 5058.33333507, 6798.97436440, 1552.30768661, 1359.99999389, 7721.66667404, 111, 12
0, 103479880.0, 19, 118, 29.74358078, 7074.87180085, 5223.84615593, 1229.48717310, 3382.05128025, 7608.33334042, 3881.53846078, 1309.23076298, 5053.84615552, 3134.61538226, 5582.82051567, 2728.46153527, 2890.89743305, 3703.20512703, 234, 75
0, 103485240.0, 203, 114, 4017.56410208, 3221.15384400, 5078.84615559, 5639.74359267, 2750.12820194, 7061.92308290, 1740.38461011, 7632.30769947, 3345.76922883, 3589.23076784, 6180.76923487, 3944.74358912, 5360.12820749, 1034.87178807, 141, 77
0, 103488016.0, 103, 57, 2429.74358593, 2391.41025245, 8273.84616240, 6031.15384991, 6546.92308179, 3001.53845890, 4909.23077062, 4069.61538420, 5238.58974568, 1487.94871212, 26.15383719, 3241.28204913, 3859.10256327, 5183.46154041, 44, 224
0, 103490696.0, 45, 192, 7661.66667390, 1221.79486541, 8307.69231631, 5608.97436183, 7052.30769822, 5501.41025905, 1937.05127719, 5937.17949073, 7534.48718644, 2179.10255973, 2685.51281718, 6493.71795345, 5854.74359315, 5768.84615705, 203, 128
0, 103493472.0, 105, 107, 5207.82051484, 6040.38461921, 4706.15384713, 3472.94871628, 3610.76922945, 3354.35897249, 7342.30769884, 681.41024884, 7309.61539108, 8157.56411084, 865.89742874, 6813.84615927, 2184.23076486, 5006.92307853, 227, 107
0, 103498832.0, 24, 219, 7888.58975131, 6053.20513203, 8195.00000834, 7804.74359725, 3541.66666514, 4080.76923043, 5477.43590001, 4144.61538441, 1226.66666028, 6437.05128671, 475.51281253, 6926.92308262, 2638.07691968, 7332.30769884, 247, 0
0, 103501512.0, 127, 127, 6068.46154229, 7324.61539115, 5535.38461810, 7308.46154493, 3974.48717894, 7972.17949504, 6358.71795317, 7211.15385241, 1296.66666042, 7527.30769926, 3329.35897242, 2459.87179105, 1630.51281496, 7579.35898138, 161, 212
0, 103504184.0, 159, 173, 4558.97435960, 7076.02564701, 1368.71794261, 8226.53846995, 2306.53845744, 1376.41025030, 7177.43590362, 5803.58974686, 3389.99999820, 5179.74359169, 7434.74359649, 1202.43589098, 5564.74359253, 4141.28205108, 30, 26
0, 103509544.0, 141, 75, 7720.64103301, 7324.61539115, 6531.92308179, 1604.23076361, 6558.20513307, 407.17947905, 1084.10255744, 6942.69231339, 3185.64102342, 1906.02563610, 5975.12820881, 1931.92307199, 2021.66666195, 2914.48717664, 248, 205
0, 103512224.0, 120, 75, 8361.53847023, 6400.25641485, 2154.48717504, 6780.76923612, 6156.79487583, 186.66665805, 827.69230047, 5386.41025885, 3676.66666549, 1197.56409611, 8376.15385491, 3656.28205004, 1084.10255744, 4310.64102578, 217, 77
0, 103517576.0, 163, 166, 1058.84614711, 2166.15384178, 7871.92308457, 5740.89743903, 5804.61538789, 4427.56410292, 4979.10256564, 7138.84615996, 2355.38461136, 1769.35896908, 1143.33332674, 1934.87178994, 6823.58974901, 6627.82051783, 130, 164
0, 103520256.0, 176, 24, 5840.64102898, 3141.66666431, 6488.58974832, 7894.10257182, 1029.48717268, 3907.56410187, 1597.56409694, 6331.53846592, 1790.25640505, 4030.38461490, 3275.38461330, 4967.43589897, 6968.07692885, 7922.69231548, 48, 185
0, 103522928.0, 224, 66, 2775.89743277, 4466.28205177, 3110.51281808, 3375.25640838, 1323.46153228, 4706.79487277, 4823.97436016, 1727.69230235, 3672.17948593, 1067.82050608, 4122.05128178, 5416.41025892, 633.20512057, 6520.12820993, 32, 98
0, 103525608.0, 175, 37, 1946.41025155, 4236.41025641, 6748.97436426, 5595.25641311, 3273.20512612, 8368.07693177, 8373.46154722, 2612.94871448, 2406.92307304, 3124.99999764, 6062.30769613, 311.15383782, 6977.82051859, 3066.53845904, 31, 142
0, 103528280.0, 36, 51, 7297.56410903, 4324.61538476, 5257.69230985, 3378.58974172, 8294.48718804, 4909.74359114, 2671.92307359, 6474.61538934, 2813.84615079, 7004.48718533, 165.38460677, 6599.10256911, 4084.99999966, 4785.64102676, 172, 81
0, 103530960.0, 150, 68, 8292.30770086, 6709.35897957, 1821.92307178, 8106.28205942, 7212.56410882, 8129.10257231, 3982.17948663, 6607.30769731, 3951.66666605, 7036.66667258, 1627.56409701, 6590.51282545, 8177.30770065, 114.61537586, 36, 51
0, 103536504.0, 160, 199, 7577.94872497, 4152.17948697, 4668.20512911, 1108.71794205, 1525.38460962, 468.84614586, 7848.07693072, 7365.38462199, 1527.17948142, 6546.02564589, 4547.56410319, 6253.84615809, 2944.48717671, 104.87178612, 237, 70
0, 103539176.0, 129, 200, 4298.84615392, 473.84614586, 8200.38462373, 3323.07692114, 6667.82051797, 3897.17948642, 3604.87179349, 6871.66667223, 7999.35898228, 4379.74359003, 477.30768432, 2735.89743270, 280.64101724, 885.38460823, 105, 245
0, 103541952.0, 55, 162, 7062.56410854, 4921.41025780, 967.43589049, 1546.02563533, 2156.15384171, 5972.56410618, 5396.41025885, 5985.89743958, 6816.41026183, 2261.92307269, 657.30768474, 7440.51282726, 4090.64102530, 3734.87179376, 136, 38
0, 103547400.0, 244, 77, 7166.02564721, 4385.38461567, 4313.71794886, 3464.48717782, 4965.76923230, 4233.97435898, 4840.89743715, 2606.15384268, 4457.94871837, 4317.05128219, 5241.66666876, 3196.92307470, 6139.35897839, 1965.64102078, 37, 155
0, 103552744.0, 253, 144, 2491.92307317, 2612.82050935, 218.07691453, 1068.07691634, 4622.43589820, 6700.12821034, 402.82050469, 87.43588861, 7851.02564867, 5654.10256709, 5028.97436065, 3406.28204948, 30.89742694, 1714.61537927, 14, 170
0, 103555424.0, 157, 111, 5223.58974568, 6895.76923640, 6850.51282601, 3919.10256341, 2919.87179203, 8273.20513676, 6982.17949295, 3446.66666500, 5071.92307866, 5752.69231089, 4902.17948857, 5122.56410444, 2445.89743208, 3224.74358759, 73, 203
0, 103560776.0, 161, 75, 5847.69231110, 8387.69231645, 7621.02564819, 3726.53846043, 85.25640144, 7739.35898173, 6840.00000549, 546.41024856, 4700.00000098, 4617.82051359, 487.94870996, 2283.58973942, 2711.02563776, 5474.87179745, 55, 184
0, 103563448.0, 170, 171, 1389.61537857, 3677.43589626, 4008.46153798, 7043.20513412, 3504.35897276, 8090.89744403, 7705.25641756, 2841.92307394, 2749.10256091, 1610.25640470, 6891.15385172, 3533.71794719, 5867.30769572, 3664.99999875, 196, 239
0, 103566120.0, 128, 27, 1370.25640415, 563.46153068, 2592.30768877, 1566.41025072, 4971.92307846, 8264.23077771, 7128.20513432, 552.82050497, 8385.51282927, 5296.15384838, 5511.41025905, 437.69229964, 2320.25640616, 1333.20512202, 218, 21
0, 103568800.0, 63, 118, 2912.69230485, 557.05127420, 6012.69231145, 1224.99999361, 4765.64102676, 8076.79487993, 8231.41026482, 1256.15383983, 1918.07691815, 3968.58974297, 1359.74358363, 3283.58974158, 7592.94872504, 6278.46154277, 99, 96
0, 103571376.0, 253, 91, 7180.89744209, 8140.89744417, 3966.66666605, 3107.94871552, 5227.05128414, 2138.71794427, 7778.97436648, 4690.51282142, 5275.89743806, 6166.53846557, 350.64101738, 2671.28204795, 499.87178695, 840.76922355, 43, 224
0, 103574144.0, 201, 233, 5822.43590078, 8348.46154715, 4459.10256452, 3466.92307526, 5514.10256682, 7123.46154458, 4144.23076903, 5182.30769426, 2055.38461073, 5283.20513036, 2642.69230429, 3846.02564020, 2623.07691961, 7470.64103245, 85, 25
0, 103579400.0, 23, 191, 7254.10257050, 3324.61538267, 990.12819825, 4738.46153951, 183.46152985, 31.15383719, 7739.87180224, 1812.43589230, 3848.58974276, 5990.51282420, 3662.69230645, 7281.92308332, 5085.00000174, 7199.74359600, 164, 44
0, 103582072.0, 136, 167, 910.76922369, 2774.99999688, 8191.15385450, 5855.12820854, 3320.51281857, 3796.28205031, 2051.53845689, 1728.58973824, 6883.33333890, 4446.41025683, 6543.07692794, 1719.87178953, 1482.05127622, 8228.97436739, 200, 187
0, 103584744.0, 233, 115, 1521.53845577, 550.25640241, 6213.46154263, 7851.02564867, 1765.38461011, 1529.99999424, 6375.51282503, 8343.97436766, 8157.43590571, 7329.87180141, 2030.25640554, 3134.74358738, 6206.53846571, 3349.10256223, 113, 248
0, 103587416.0, 206, 145, 522.43588952, 1639.61537906, 2193.58973922, 3592.69230631, 4307.05128219, 6755.64103093, 1192.17948072, 70.51281169, 4408.33333368, 7221.92308325, 5663.46154145, 7990.64103357, 274.23076083, 6615.89744090, 204, 214
0, 103590088.0, 158, 119, 7059.48718547, 6212.30769648, 5983.33333702, 4249.35897436, 7846.53846919, 6814.35897978, 3377.94871608, 7553.46154548, 2018.84614912, 4639.48718032, 5348.97436127, 4303.97435912, 6368.97436349, 4631.02564186, 73, 156
0, 103595336.0, 242, 236, 5885.89743938, 170.12819652, 7599.61539171, 5208.33333535, 7803.33334084, 879.74358259, 3008.84615121, 7424.10257085, 7337.56410910, 3413.07692127, 2086.53845696, 6545.38462025, 463.46153047, 4132.56410229, 93, 209
0, 103598008.0, 38, 137, 5235.25641234, 4704.23077021, 3189.99999778, 723.46153103, 3770.51281947, 7837.69231527, 1709.99999465, 7590.38462248, 7495.12821201, 7725.38462275, 2382.94871399, 1549.48717379, 6807.56410799, 3181.92307463, 230, 50
0, 103600680.0, 15, 233, 5000.51282211, 3225.38461323, 1477.17948135, 6712.94872316, 5492.56410521, 789.48717219, 5920.89743945, 1474.48717358, 6423.97436356, 7598.07693017, 4631.15384699, 7151.53846766, 8187.43590578, 3577.43589605, 177, 112
0, 103603256.0, 101, 254, 4744.23077028, 6513.07692788, 2895.25640741, 7303.20513467, 6192.05128615, 5556.92307971, 601.15383844, 6132.30769627, 4208.46153840, 3732.05128094, 899.35896728, 7449.23077597, 4895.00000139, 6173.33333744, 66, 56
0, 103634800.0, 98, 213, 3428.20512647, 1821.66666153, 1936.02563610, 2012.43589271, 2609.61538114, 8251.02564951, 7284.48718588, 1426.53845557, 2260.64102141, 851.79486457, 5426.53846404, 4018.71794824, 12.94870899, 1667.82050733, 115, 109
0, 103640040.0, 141, 118, 41.15383726, 2867.43589452, 363.20512001, 3956.79487117, 3934.61538392, 6823.20513363, 3307.82051081, 704.61537711, 2071.41025183, 2569.35897082, 885.25640310, 7944.23077709, 5510.51282316, 3814.74358884, 218, 108
0, 103645472.0, 112, 170, 2346.92307290, 2098.58973901, 3504.61538302, 2535.25640665, 3536.79487027, 1539.61537885, 5016.28205288, 6681.53846668, 1801.53845633, 4575.38461608, 5135.64102752, 6888.97436454, 5475.89743847, 7876.28205893, 27, 125
0, 103648136.0, 77, 20, 2591.79486825, 5677.82051581, 7910.64103343, 6253.84615809, 377.56409437, 7417.43590418, 5348.20513050, 5618.97436190, 1887.56409756, 6280.00000431, 6450.12820979, 4331.28205142, 7302.05128852, 4336.41025662, 14, 157
0, 103650800.0, 145, 85, 6081.53846543, 3842.94871712, 5174.48718144, 6304.74359413, 5801.28205455, 786.15383879, 1112.56409590, 8269.61539310, 8154.10257238, 7056.66667265, 2790.76922772, 4167.94871774, 7683.46154576, 7353.97436558, 150, 129
0, 103653568.0, 119, 15, 3434.35897263, 4789.35897547, 305.64101731, 4885.89743722, 7678.84616108, 2867.69230478, 2482.30768856, 348.33332507, 6596.79487673, 147.17947850, 4864.10256543, 68.07691426, 132.30768363, 3939.99999938, 91, 161
0, 103658896.0, 40, 220, 2691.53845828, 149.74358106, 8130.76923897, 1268.97435265, 4456.41025683, 6590.25641519, 3687.82051164, 5388.33333577, 6476.79487652, 4528.71794928, 3270.12820305, 6694.87180002, 939.48717247, 7050.76923668, 156, 66
0, 103661560.0, 96, 76, 2788.71794559, 3242.69230554, 5525.25641297, 4177.30769217, 4634.61538545, 654.87178723, 4975.12820666, 6665.51282566, 5017.69230929, 1964.35896950, 1200.76922431, 6378.46154298, 4889.10256543, 4039.74358933, 130, 239
0, 103666888.0, 176, 203, 5771.28205448, 940.25640324, 377.94870975, 7185.25641644, 389.35896616, 2076.41025183, 4205.25641019, 4245.25641026, 5021.53846321, 6242.82051706, 812.69230040, 5044.61538629, 1886.41025141, 6855.38462088, 132, 122
0, 103672120.0, 235, 219, 1597.56409694, 6556.02564589, 4333.07692329, 6168.07692711, 7195.76923703, 1945.89743104, 2314.87179078, 5682.82051588, 208.33332479, 1762.05127677, 7480.38462220, 5953.97436259, 4846.92307818, 4110.25640998, 3, 92
0, 103677448.0, 0, 181, 6856.28205678, 6283.97436329, 4407.43589779, 1392.30768627, 4311.28205142, 6076.92308082, 2666.79486846, 1260.12819881, 3111.15384373, 2311.92307283, 3769.10256306, 2104.35896985, 7016.79487764, 6326.79487618, 150, 50
0, 103680104.0, 253, 124, 3162.43589515, 1784.61537941, 1374.99999389, 4166.66666646, 4463.84615434, 146.02563234, 1862.94871288, 6688.58974874, 8174.48718783, 1095.38460872, 5611.79487465, 5595.64102849, 2712.69230443, 5044.48718116, 190, 13
0, 103682768.0, 165, 178, 6672.30769745, 8241.53847002, 4533.84615448, 4235.51282052, 3904.10256334, 2936.15384338, 55.25640137, 2935.38461261, 6785.51282587, 3204.35897214, 6606.02564603, 1356.15384004, 4265.12820513, 6936.41026211, 194, 7
0, 103685336.0, 190, 237, 3421.28204955, 5696.66666973, 280.51281211, 4817.94871913, 3435.38461365, 6559.61538948, 6698.58974881, 5751.41025961, 4035.12820465, 4403.58974394, 3118.58974123, 7048.07692899, 7142.94872407, 3128.71794636, 190, 165
0, 103687904.0, 217, 94, 3933.33333264, 7352.94872455, 7479.10257092, 3018.07692044, 6156.41026044, 6998.58974943, 5260.25641241, 8006.15385408, 1438.07691710, 1090.12819846, 2848.97435599, 5200.89743792, 4900.00000139, 5030.89743757, 71, 138
0, 103690568.0, 93, 40, 1991.53845675, 7831.02564860, 3128.71794636, 1948.33332847, 4540.38461601, 5452.05128463, 4802.94871913, 2387.94871399, 5740.76923390, 7572.56410959, 5172.17948913, 5427.69231020, 3877.82051206, 4130.12820485, 250, 237
0, 103695696.0, 125, 158, 3997.69230714, 2928.46153569, 7907.69231541, 572.69229991, 3796.28205031, 1913.84614892, 6738.07692836, 1510.89743013, 8262.69231617, 7228.97436530, 59.48717060, 6823.84615927, 5350.64102801, 1483.20512237, 56, 44
0, 103698360.0, 86, 154, 876.66665951, 4961.79487333, 2655.51281711, 1324.87178869, 7626.53846870, 5036.66666834, 8041.66667473, 3257.56410048, 7771.02564846, 5117.05128386, 5161.79487374, 7832.05128963, 7233.84616017, 4178.97435884, 128, 43
0, 103700928.0, 217, 141, 2605.64102217, 6414.87179946, 7608.71795581, 1143.84614725, 902.82050574, 6637.43590251, 4520.64102620, 7780.00000751, 7966.28205914, 612.05127434, 7864.61539226, 7839.10257168, 8256.53847002, 4150.38461518, 215, 205
0, 103703488.0, 129, 48, 4846.02564228, 4187.43589730, 931.28204427, 3342.82051088, 1441.15384018, 266.41024801, 6896.53846717, 5628.84615677, 612.43588973, 489.10255612, 914.48717240, 5677.17949017, 5794.35897763, 5629.35897728, 28, 160
0, 103706056.0, 198, 60, 5254.61538677, 2010.76922605, 7208.84616010, 1365.76922466, 7458.58975040, 7319.61539115, 757.94871059, 6130.38461935, 2817.17948413, 1208.07691662, 5401.92307936, 4465.64102613, 487.94870996, 2114.74358523, 50, 151
0, 103711280.0, 138, 110, 183.97435036, 2603.33332986, 7984.10257203, 7621.53846870, 2002.05127733, 3616.15384484, 5655.89743889, 2943.07692030, 7795.89744341, 5834.35897770, 2722.05127879, 5536.15384887, 6603.20513321, 2314.87179078, 97, 97
0, 103713848.0, 161, 143, 968.71794177, 1427.94871198, 3690.38461421, 7033.84615976, 4112.30769203, 8013.33334133, 7984.48718741, 6109.48718345, 2958.97435627, 713.71794122, 5441.79487430, 26.15383719, 412.43588931, 6383.07692760, 173, 198
0, 103716504.0, 10, 36, 2585.51281697, 1795.89743069, 4284.61538469, 6939.10256980, 7897.82052054, 7752.05128949, 5198.46154048, 1122.56409597, 4261.66666667, 6979.48718526, 7728.20513557, 492.82050490, 2452.56409875, 3145.89743354, 69, 192
0, 103719072.0, 56, 146, 2843.71794573, 7604.35898145, 5845.38461879, 1548.33332764, 7356.66667327, 7123.58974971, 4161.53846133, 7461.28205810, 3075.51281802, 4221.79487173, 545.64101779, 5991.53846523, 692.17947968, 8203.58975193, 60, 31
0, 103721632.0, 107, 156, 7015.25641610, 1630.89743034, 6656.79487687, 5583.07692593, 4668.07692398, 4478.84615434, 6117.30769627, 7054.74359565, 6730.25641554, 1019.35896755, 2655.25640686, 3943.33333271, 7345.64103218, 5327.17948948, 78, 84
0, 103724200.0, 91, 233, 7210.38462164, 3158.84615156, 7294.74359621, 62.43588855, 7364.35898096, 4217.17948711, 8082.56411070, 2443.20512439, 7155.76923696, 411.79486367, 2796.15384310, 2079.74358516, 8034.10257210, 3901.79487103, 195, 252
0, 103726856.0, 66, 2, 528.97435113, 8109.74359795, 4522.69230825, 6285.76923508, 7675.51282774, 3752.30769127, 3409.61538281, 8072.43590550, 3263.84615177, 3018.20512557, 3887.17948642, 423.97435085, 4100.51282017, 5766.28205448, 15, 79
0, 103731984.0, 91, 190, 2822.30768925, 814.35896707, 3581.02563964, 7652.43590467, 3316.28204934, 4857.43589876, 5765.51282371, 1001.79486492, 123.07691433, 5201.41025843, 1091.66666000, 1166.66666014, 4726.53846258, 3850.12820430, 7, 65
0, 103734544.0, 200, 231, 7656.66667390, 8257.82052130, 6657.69231277, 1156.79486527, 1073.46153173, 5880.51282399, 4620.76923154, 6108.20513217, 6371.92308144, 2903.97435613, 2310.64102155, 3342.56410062, 512.94871003, 1577.05127643, 91, 247
0, 103737200.0, 102, 229, 3093.71794629, 112.82050407, 7259.23077563, 3630.38461407, 1079.87178814, 157.30768363, 2431.79486798, 7985.00000793, 6319.10256848, 4547.17948781, 5567.69231048, 1557.94871225, 5916.66667021, 682.82050525, 108, 117
0, 103739768.0, 184, 112, 5270.89743806, 2618.71794525, 632.05127441, 2960.76922806, 6190.25641436, 6062.05128588, 1388.46153242, 7894.10257182, 1477.56409673, 1673.33332785, 5055.89743764, 7759.87180231, 7596.79487889, 6371.79487632, 146, 179
0, 103744888.0, 235, 28, 1560.76922508, 2174.48717511, 2125.25640574, 6630.64103072, 2455.25640644, 2113.84614933, 5192.94871997, 457.94870989, 5285.76923300, 3211.15384393, 2486.79486805, 2534.10256049, 7612.43590453, 2841.41025343, 36, 118
0, 103747544.0, 68, 3, 2109.61538010, 7189.61539087, 7197.43590369, 3493.33333174, 8311.15385477, 7461.41026322, 1969.10255924, 828.20512098, 3689.87179369, 5614.74359267, 1707.30768696, 266.79486339, 5802.30769558, 2727.30768912, 40, 169
0, 103750112.0, 207, 201, 6772.56410792, 4768.58974471, 8162.43590571, 3144.87179251, 591.79486409, 4297.82051289, 2789.74358669, 2756.02563783, 6626.02564603, 7310.51282698, 6664.10256925, 6326.92308130, 7221.79487812, 5870.25641367, 50, 240
0, 103755232.0, 41, 108, 3883.46153770, 403.46153034, 4178.07692294, 6950.38462109, 7257.56410896, 7840.89744348, 3568.58974213, 7757.17949462, 6621.66667167, 2361.15384213, 5756.79487500, 4614.48718026, 1902.56409756, 1844.10255903, 63, 233
0, 103757792.0, 244, 209, 2165.51281607, 1485.76922494, 4072.30769196, 5742.05128518, 2883.58974068, 6392.17949170, 366.53845334, 5822.43590078, 7776.02564846, 5909.10256765, 5207.82051484, 5709.48718255, 615.51281280, 2608.46153499, 2, 238
0, 103760448.0, 164, 90, 1260.51281419, 6432.05128664, 4234.61538462, 3349.99999813, 6684.35897950, 1626.92307137, 6645.12821020, 1244.61537823, 7754.23077667, 1383.33332729, 6259.10256835, 6219.35897853, 6989.87180064, 4733.07692412, 233, 37
0, 103765568.0, 53, 186, 2481.92307317, 1499.61537878, 7660.89744313, 5993.84615753, 984.23076229, 3715.64102453, 3893.20512744, 3120.38461303, 8225.12821354, 7623.20513537, 800.38460809, 6346.41026086, 5789.87179814, 2424.10256022, 251, 196
0, 103768128.0, 198, 62, 7927.05128984, 1906.02563610, 5229.87179696, 4953.20512967, 3622.94871663, 5443.71795122, 2338.71794469, 3101.79486937, 5466.92307950, 5375.25641262, 4498.07692364, 1175.89742937, 5544.48718220, 8322.05129067, 231, 76
0, 103770688.0, 254, 136, 8311.02564965, 3747.05128101, 5950.12820875, 1408.71794268, 4504.87179543, 6246.53846578, 2193.58973922, 2850.76922779, 1244.48717310, 6034.74359350, 4106.41025614, 4977.94871948, 4661.28205219, 612.17947947, 157, 80
0, 103773344.0, 254, 128, 4616.66666743, 6165.64102968, 6101.79487569, 8290.89744445, 7359.10257071, 6194.87179898, 370.51281232, 3684.10256293, 7734.35898173, 112.56409381, 6149.48718352, 268.84614544, 8143.07693135, 7022.05128789, 112, 128
0, 103775904.0, 29, 85, 6908.71795435, 999.48717261, 3047.30768974, 8245.12821361, 2273.84614968, 5477.82051540, 4959.23077076, 2170.64102127, 540.89742805, 3997.82051227, 6436.92308158, 6197.56410667, 6295.64102995, 4518.97435953, 67, 89
0, 103781024.0, 89, 103, 8324.87180349, 3637.17948586, 6847.94872344, 6478.84615858, 4775.89743701, 6073.46154236, 131.02563227, 7632.05128921, 1444.99999410, 8123.46154666, 7946.41026427, 4602.82051359, 7017.82051866, 6178.33333744, 170, 115
